0.01 1. 6.16389E-2 -4.12722E-2 1.08252E-2 -1.67261E-2 -2.44584E-3 -2.44584E-3
0.01 1.49 6.68483E-2 -4.35007E-2 1.04336E-2 -1.7356E-2 -2.19948E-3 -2.19948E-3
0.01 1.98 7.12028E-2 -4.52405E-2 9.99676E-3 -1.7802E-2 -2.04752E-3 -2.04752E-3
0.01 2.47 7.36497E-2 -4.62351E-2 9.7897E-3 -1.80615E-2 -1.9389E-3 -1.9389E-3
0.01 2.96 7.55973E-2 -4.69603E-2 9.58002E-3 -1.82241E-2 -1.87255E-3 -1.87255E-3
0.01 3.45 7.71344E-2 -4.75584E-2 9.43849E-3 -1.83687E-2 -1.80846E-3 -1.80846E-3
0.01 3.94 7.84363E-2 -4.80601E-2 9.31859E-3 -1.8487E-2 -1.75431E-3 -1.75431E-3
0.01 4.43 7.95411E-2 -4.8486E-2 9.21966E-3 -1.8588E-2 -1.70698E-3 -1.70698E-3
0.01 4.92 8.04998E-2 -4.88671E-2 9.14078E-3 -1.86829E-2 -1.66249E-3 -1.66249E-3
0.01 5.41 8.13134E-2 -4.91618E-2 9.05951E-3 -1.87441E-2 -1.63068E-3 -1.63068E-3
0.01 5.9 8.20053E-2 -4.94074E-2 8.98721E-3 -1.87926E-2 -1.60482E-3 -1.60482E-3
0.01 6.39 8.27427E-2 -4.96985E-2 8.92571E-3 -1.88646E-2 -1.57038E-3 -1.57038E-3
0.01 6.88 8.33214E-2 -4.99185E-2 8.87507E-3 -1.89152E-2 -1.54345E-3 -1.54345E-3
0.01 7.37 8.38386E-2 -5.01018E-2 8.82459E-3 -1.89508E-2 -1.52191E-3 -1.52191E-3
0.01 7.86 8.43333E-2 -5.02856E-2 8.77993E-3 -1.8991E-2 -1.49951E-3 -1.49951E-3
0.01 8.35 8.4757E-2 -5.04259E-2 8.73458E-3 -1.90134E-2 -1.48347E-3 -1.48347E-3
0.01 8.84 8.51949E-2 -5.0587E-2 8.69465E-3 -1.90481E-2 -1.46392E-3 -1.46392E-3
0.01 9.33 8.56279E-2 -5.07558E-2 8.659E-3 -1.90886E-2 -1.44295E-3 -1.44295E-3
0.01 9.82 8.60106E-2 -5.08913E-2 8.6218E-3 -1.91151E-2 -1.42685E-3 -1.42685E-3
0.01 10.31 8.63612E-2 -5.10204E-2 8.59045E-3 -1.91427E-2 -1.41036E-3 -1.41036E-3
0.01 10.8 8.66673E-2 -5.11224E-2 8.56017E-3 -1.91594E-2 -1.39742E-3 -1.39742E-3
0.01 11.29 8.6966E-2 -5.12306E-2 8.53442E-3 -1.91814E-2 -1.3835E-3 -1.3835E-3
0.01 11.78 8.72628E-2 -5.13351E-2 8.50592E-3 -1.92016E-2 -1.36976E-3 -1.36976E-3
0.01 12.27 8.75468E-2 -5.14386E-2 8.48075E-3 -1.92233E-2 -1.35622E-3 -1.35622E-3
0.01 12.76 8.78097E-2 -5.15296E-2 8.45592E-3 -1.92398E-2 -1.34447E-3 -1.34447E-3
0.01 13.25 8.80677E-2 -5.16213E-2 8.43246E-3 -1.92579E-2 -1.3325E-3 -1.3325E-3
0.01 13.74 8.83069E-2 -5.17041E-2 8.41023E-3 -1.92729E-2 -1.32188E-3 -1.32188E-3
0.01 14.23 8.85451E-2 -5.17875E-2 8.38792E-3 -1.92887E-2 -1.31101E-3 -1.31101E-3
0.01 14.72 8.87797E-2 -5.18729E-2 8.36704E-3 -1.93063E-2 -1.29963E-3 -1.29963E-3
0.01 15.21 8.89875E-2 -5.19419E-2 8.34686E-3 -1.93175E-2 -1.29047E-3 -1.29047E-3
0.01 15.7 8.91907E-2 -5.20147E-2 8.32945E-3 -1.93321E-2 -1.28013E-3 -1.28013E-3
0.01 16.19 8.93695E-2 -5.20726E-2 8.31245E-3 -1.93404E-2 -1.27175E-3 -1.27175E-3
0.01 16.68 8.95569E-2 -5.2139E-2 8.2964E-3 -1.93534E-2 -1.26225E-3 -1.26225E-3
0.01 17.17 8.97219E-2 -5.219E-2 8.27971E-3 -1.93594E-2 -1.25482E-3 -1.25482E-3
0.01 17.66 8.98925E-2 -5.22476E-2 8.26414E-3 -1.93691E-2 -1.24651E-3 -1.24651E-3
0.01 18.15 9.00722E-2 -5.2314E-2 8.24953E-3 -1.93833E-2 -1.23708E-3 -1.23708E-3
0.01 18.64 9.02337E-2 -5.23685E-2 8.23486E-3 -1.93926E-2 -1.22922E-3 -1.22922E-3
0.01 19.13 9.03944E-2 -5.24242E-2 8.22059E-3 -1.94027E-2 -1.22121E-3 -1.22121E-3
0.01 19.62 9.05433E-2 -5.2473E-2 8.2066E-3 -1.94101E-2 -1.21415E-3 -1.21415E-3
0.01 20.11 9.06872E-2 -5.25194E-2 8.19254E-3 -1.94167E-2 -1.2074E-3 -1.2074E-3
0.01 20.6 9.08376E-2 -5.25721E-2 8.17969E-3 -1.94267E-2 -1.1999E-3 -1.1999E-3
0.01 21.09 9.09781E-2 -5.26187E-2 8.16638E-3 -1.94341E-2 -1.19312E-3 -1.19312E-3
0.01 21.58 9.11248E-2 -5.26715E-2 8.15418E-3 -1.94447E-2 -1.18564E-3 -1.18564E-3
0.01 22.07 9.12658E-2 -5.2721E-2 8.14188E-3 -1.94541E-2 -1.17853E-3 -1.17853E-3
0.01 22.56 9.13854E-2 -5.27571E-2 8.12978E-3 -1.94578E-2 -1.17329E-3 -1.17329E-3
0.01 23.05 9.15171E-2 -5.28021E-2 8.11797E-3 -1.94658E-2 -1.16678E-3 -1.16678E-3
