0.0288 44.61 -7.29794E-4 6.39091E-4
0.0288 45.1 -7.29713E-4 6.38872E-4
0.0288 45.59 -7.29632E-4 6.38656E-4
0.0288 46.08 -7.29553E-4 6.38441E-4
0.0288 46.57 -7.29474E-4 6.3823E-4
0.0288 47.06 -7.29396E-4 6.3802E-4
0.0288 47.55 -7.29319E-4 6.37813E-4
0.0288 48.04 -7.29243E-4 6.37607E-4
0.0288 48.53 -7.29167E-4 6.37404E-4
0.0288 49.02 -7.29092E-4 6.37203E-4
0.0288 49.51 -7.29018E-4 6.37004E-4
0.0382 1. -1.35017E-3 1.22725E-3
0.0382 1.49 -1.34352E-3 1.19912E-3
0.0382 1.98 -1.33849E-3 1.17925E-3
0.0382 2.47 -1.33466E-3 1.16541E-3
0.0382 2.96 -1.33159E-3 1.155E-3
0.0382 3.45 -1.32895E-3 1.14621E-3
0.0382 3.94 -1.32667E-3 1.13887E-3
0.0382 4.43 -1.32467E-3 1.13258E-3
0.0382 4.92 -1.32287E-3 1.12708E-3
0.0382 5.41 -1.32125E-3 1.12218E-3
0.0382 5.9 -1.31976E-3 1.11765E-3
0.0382 6.39 -1.3184E-3 1.11357E-3
0.0382 6.88 -1.31716E-3 1.11001E-3
0.0382 7.37 -1.316E-3 1.10676E-3
0.0382 7.86 -1.31492E-3 1.1037E-3
0.0382 8.35 -1.3139E-3 1.10083E-3
0.0382 8.84 -1.31294E-3 1.09812E-3
0.0382 9.33 -1.31203E-3 1.09555E-3
0.0382 9.82 -1.31117E-3 1.09312E-3
0.0382 10.31 -1.31036E-3 1.09092E-3
0.0382 10.8 -1.30959E-3 1.08889E-3
0.0382 11.29 -1.30885E-3 1.08694E-3
0.0382 11.78 -1.30814E-3 1.08507E-3
0.0382 12.27 -1.30747E-3 1.08328E-3
0.0382 12.76 -1.30682E-3 1.08156E-3
0.0382 13.25 -1.30619E-3 1.07991E-3
0.0382 13.74 -1.30559E-3 1.07831E-3
0.0382 14.23 -1.30501E-3 1.07677E-3
0.0382 14.72 -1.30444E-3 1.0753E-3
0.0382 15.21 -1.3039E-3 1.0739E-3
0.0382 15.7 -1.30339E-3 1.0726E-3
0.0382 16.19 -1.30289E-3 1.07136E-3
0.0382 16.68 -1.3024E-3 1.07014E-3
0.0382 17.17 -1.30193E-3 1.06897E-3
0.0382 17.66 -1.30147E-3 1.06782E-3
0.0382 18.15 -1.30103E-3 1.06671E-3
0.0382 18.64 -1.30059E-3 1.06562E-3
0.0382 19.13 -1.30017E-3 1.06457E-3
0.0382 19.62 -1.29976E-3 1.06354E-3
0.0382 20.11 -1.29936E-3 1.06254E-3
0.0382 20.6 -1.29897E-3 1.06156E-3
0.0382 21.09 -1.29858E-3 1.0606E-3
0.0382 21.58 -1.29821E-3 1.05966E-3
0.0382 22.07 -1.29784E-3 1.05875E-3
0.0382 22.56 -1.29749E-3 1.05786E-3
0.0382 23.05 -1.29714E-3 1.05698E-3
0.0382 23.54 -1.2968E-3 1.05613E-3
0.0382 24.03 -1.29646E-3 1.05529E-3
0.0382 24.52 -1.29613E-3 1.05446E-3
0.0382 25.01 -1.29581E-3 1.05367E-3
0.0382 25.5 -1.2955E-3 1.05292E-3
0.0382 25.99 -1.29519E-3 1.05221E-3
0.0382 26.48 -1.29489E-3 1.0515E-3
0.0382 26.97 -1.2946E-3 1.0508E-3
0.0382 27.46 -1.29431E-3 1.05012E-3
0.0382 27.95 -1.29403E-3 1.04945E-3
0.0382 28.44 -1.29375E-3 1.04879E-3
0.0382 28.93 -1.29348E-3 1.04814E-3
0.0382 29.42 -1.29321E-3 1.0475E-3
0.0382 29.91 -1.29294E-3 1.04687E-3
0.0382 30.4 -1.29268E-3 1.04626E-3
0.0382 30.89 -1.29243E-3 1.04565E-3
0.0382 31.38 -1.29217E-3 1.04505E-3
0.0382 31.87 -1.29193E-3 1.04447E-3
0.0382 32.36 -1.29168E-3 1.04389E-3
0.0382 32.85 -1.29144E-3 1.04332E-3
0.0382 33.34 -1.2912E-3 1.04275E-3
0.0382 33.83 -1.29097E-3 1.0422E-3
0.0382 34.32 -1.29074E-3 1.04165E-3
0.0382 34.81 -1.29051E-3 1.04112E-3
0.0382 35.3 -1.29029E-3 1.04059E-3
0.0382 35.79 -1.29007E-3 1.04006E-3
0.0382 36.28 -1.28985E-3 1.03955E-3
0.0382 36.77 -1.28963E-3 1.03904E-3
0.0382 37.26 -1.28942E-3 1.03853E-3
