1.009800e-02  1.000000e+00  1.531392e+00  -1.921309e+00 -7.477169e-01  1.002565e+00 -1.002817e+00  -7.477169e-01
1.009800e-02  1.890000e+00  2.163760e+00  -2.271050e+00 -6.823492e-01  1.015917e+00 -1.131689e+00  -6.823492e-01
1.009800e-02  2.780000e+00  2.482971e+00  -2.444329e+00 -6.536207e-01  1.014412e+00 -1.194818e+00  -6.536207e-01
1.009800e-02  3.670000e+00  2.694503e+00  -2.558097e+00 -6.358268e-01  1.011090e+00 -1.236058e+00  -6.358268e-01
1.009800e-02  4.560000e+00  2.849136e+00  -2.640645e+00 -6.234705e-01  1.007464e+00 -1.265852e+00  -6.234705e-01
1.009800e-02  5.450000e+00  2.970315e+00  -2.704978e+00 -6.141631e-01  1.003932e+00 -1.288996e+00  -6.141631e-01
1.009800e-02  6.340000e+00  3.073123e+00  -2.759558e+00 -6.062667e-01  1.000935e+00 -1.308631e+00  -6.062667e-01
1.009800e-02  7.230000e+00  3.154673e+00  -2.802247e+00 -6.003428e-01  9.978363e-01 -1.323804e+00  -6.003428e-01
1.009800e-02  8.120000e+00  3.226216e+00  -2.839652e+00 -5.951712e-01  9.950636e-01 -1.337085e+00  -5.951712e-01
1.009800e-02  9.010000e+00  3.290311e+00  -2.873163e+00 -5.905380e-01  9.925796e-01 -1.348983e+00  -5.905380e-01
1.009800e-02  9.900000e+00  3.348363e+00  -2.903515e+00 -5.863416e-01  9.903299e-01 -1.359759e+00  -5.863416e-01
1.009800e-02  1.079000e+01  3.397764e+00  -2.928979e+00 -5.828897e-01  9.881482e-01 -1.368676e+00  -5.828897e-01
1.009800e-02  1.168000e+01  3.442803e+00  -2.952147e+00 -5.797582e-01  9.861242e-01 -1.376771e+00  -5.797582e-01
1.009800e-02  1.257000e+01  3.484532e+00  -2.973613e+00 -5.768568e-01  9.842490e-01 -1.384272e+00  -5.768568e-01
1.009800e-02  1.346000e+01  3.523406e+00  -2.993610e+00 -5.741540e-01  9.825020e-01 -1.391260e+00  -5.741540e-01
1.009800e-02  1.435000e+01  3.559790e+00  -3.012326e+00 -5.716243e-01  9.808670e-01 -1.397800e+00  -5.716243e-01
1.009800e-02  1.524000e+01  3.593291e+00  -3.029466e+00 -5.693010e-01  9.793286e-01 -1.403759e+00  -5.693010e-01
1.009800e-02  1.613000e+01  3.623065e+00  -3.044453e+00 -5.672524e-01  9.778728e-01 -1.408886e+00  -5.672524e-01
1.009800e-02  1.702000e+01  3.651240e+00  -3.058634e+00 -5.653138e-01  9.764952e-01 -1.413738e+00  -5.653138e-01
1.009800e-02  1.791000e+01  3.677978e+00  -3.072092e+00 -5.634740e-01  9.751879e-01 -1.418342e+00  -5.634740e-01
1.009800e-02  1.880000e+01  3.703419e+00  -3.084898e+00 -5.617235e-01  9.739439e-01 -1.422723e+00  -5.617235e-01
1.009800e-02  1.969000e+01  3.727683e+00  -3.097111e+00 -5.600539e-01  9.727575e-01 -1.426902e+00  -5.600539e-01
1.009800e-02  2.058000e+01  3.750874e+00  -3.108784e+00 -5.584582e-01  9.716236e-01 -1.430895e+00  -5.584582e-01
1.009800e-02  2.147000e+01  3.773083e+00  -3.119963e+00 -5.569301e-01  9.705377e-01 -1.434720e+00  -5.569301e-01
1.009800e-02  2.236000e+01  3.794391e+00  -3.130687e+00 -5.554640e-01  9.694959e-01 -1.438389e+00  -5.554640e-01
1.009800e-02  2.325000e+01  3.814866e+00  -3.140993e+00 -5.540551e-01  9.684948e-01 -1.441915e+00  -5.540551e-01
1.009800e-02  2.414000e+01  3.834572e+00  -3.150912e+00 -5.526992e-01  9.675312e-01 -1.445308e+00  -5.526992e-01
1.009800e-02  2.503000e+01  3.853520e+00  -3.160443e+00 -5.513957e-01  9.666029e-01 -1.448567e+00  -5.513957e-01
1.009800e-02  2.592000e+01  3.870552e+00  -3.168836e+00 -5.502310e-01  9.657149e-01 -1.451370e+00  -5.502310e-01
1.009800e-02  2.681000e+01  3.887009e+00  -3.176945e+00 -5.491056e-01  9.648569e-01 -1.454078e+00  -5.491056e-01
1.009800e-02  2.770000e+01  3.902928e+00  -3.184790e+00 -5.480170e-01  9.640269e-01 -1.456698e+00  -5.480170e-01
1.009800e-02  2.859000e+01  3.918344e+00  -3.192386e+00 -5.469628e-01  9.632232e-01 -1.459235e+00  -5.469628e-01
